mex_dir,mex_file,mex_path,ID,TextID,WordID,Preview,start,end,file_name,tag,preview_length
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,512,47,1,visconde de Anadia,136,155,46_15701,ROLE,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,513,47,3,João Rodrigues de Sá e Melo,157,184,46_15701,PERSON,27
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,514,47,8,Correio Marítimo São José Espadarte,204,239,46_15701,INSTITUTION,35
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,515,47,4,Bahia,250,255,46_15701,LOCALIZATION,5
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,516,47,3,João Pinto Ri,274,287,46_15701,PERSON,13
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,517,48,6,"1812, Junho, 27",6,21,47_noid,DATE,15
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,518,48,5,REQUERIMENTO,22,34,47_noid,TYPE,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,519,48,1,comandante,38,48,47_noid,ROLE,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,520,48,4,Vila de Sena,52,64,47_noid,LOCALIZATION,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,521,48,1,coronel,66,73,47_noid,ROLE,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,522,48,3,António José de Sousa Alcântara,75,106,47_noid,PERSON,31
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,523,48,1,presidente,111,121,47_noid,ROLE,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,524,48,8,Câmara,125,131,47_noid,INSTITUTION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,525,49,6,"1753, setembro, 13",12,30,48_6257,DATE,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,526,49,4,Recife,32,38,48_6257,LOCALIZATION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,527,49,5,REQUERIMENTO,39,51,48_6257,TYPE,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,528,49,3,Miguel Borges Pereira,55,76,48_6257,PERSON,21
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,529,49,3,D. José I,83,93,48_6257,PERSON,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,530,49,1,rei,80,83,48_6257,ROLE,3
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,531,49,1,desembargador,131,144,48_6257,ROLE,13
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,532,49,3,João Rodrigues Campelo,145,167,48_6257,PERSON,22
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,533,50,6,"1756, Dezembro, 4",8,25,49_5126,DATE,17
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,534,50,4,Lisboa,27,33,49_5126,LOCALIZATION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,535,50,8,OFÍCIO,34,40,49_5126,INSTITUTION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,536,50,1,juiz corregedor,44,59,49_5126,ROLE,15
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,537,50,3,Pedro Gonçalo Cordeiro Pereira,79,109,49_5126,PERSON,30
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,538,50,1,secretário de estado,114,134,49_5126,ROLE,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,539,50,8,Marinha e Ultramar,138,156,49_5126,INSTITUTION,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,540,50,3,Tomé Joaquim da Costa Corte Real,158,190,49_5126,PERSON,32
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,541,50,4,Rio de Janeiro,308,322,49_5126,LOCALIZATION,14
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,542,50,1,frei,324,328,49_5126,ROLE,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,543,50,3,Luís de São Boaventura,329,351,49_5126,PERSON,22
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,544,50,4,Lisboa,406,412,49_5126,LOCALIZATION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,545,50,7,mãe,446,449,49_5126,AFFILIATION,3
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,546,50,1,contratador,561,572,49_5126,ROLE,11
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,547,50,4,Serro Frio,590,600,49_5126,LOCALIZATION,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,548,50,3,João Fernandes Oliveira,602,625,49_5126,PERSON,23
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,549,51,6,"1796, Agosto, 12",12,28,50_646,DATE,16
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,550,51,5,REQUERIMENTO,29,41,50_646,TYPE,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,551,51,1,sargento-mor,45,57,50_646,ROLE,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,553,51,8,6ª Companhia do Regimento de Infantaria da praça de Santos,71,129,50_646,INSTITUTION,58
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,554,51,4,São Paulo,146,155,50_646,LOCALIZATION,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,555,51,3,Antônio José de Morais,157,179,50_646,PERSON,22
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,556,51,3,D. Maria I,190,200,50_646,PERSON,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,557,51,1,rainha,183,189,50_646,ROLE,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,558,51,1,alferes,245,252,50_646,ROLE,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,559,52,6,"1741, Maio, 25",13,27,51_3319,DATE,14
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,560,52,5,REQUERIMENTO,28,40,51_3319,TYPE,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,561,52,3,José Francisco Lopes,44,64,51_3319,PERSON,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,562,52,1,capitão de Ordenança,106,126,51_3319,ROLE,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,563,52,4,arraial das Congonhas,130,151,51_3319,LOCALIZATION,21
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,564,53,6,"1698, Janeiro, 8",11,27,52_4107,DATE,16
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,565,53,4,Lisboa,29,35,52_4107,LOCALIZATION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,566,53,5,CONSULTA,36,44,52_4107,TYPE,8
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,567,53,8,Conselho Ultramarino,48,68,52_4107,INSTITUTION,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,568,53,1,rei,72,75,52_4107,ROLE,3
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,569,53,3,D. Pedro II,76,87,52_4107,PERSON,11
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,570,53,3,Domingos Pires de Carvalho,111,137,52_4107,PERSON,26
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,571,53,7,mulher,144,150,52_4107,AFFILIATION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,572,53,3,Maria da Silva,151,165,52_4107,PERSON,14
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,573,53,1,moradores,167,176,52_4107,ROLE,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,574,53,4,Bahia,180,185,52_4107,LOCALIZATION,5
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,575,53,7,filho,265,270,52_4107,AFFILIATION,5
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,576,53,3,José Pires de Carvalho,271,293,52_4107,PERSON,22
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,577,54,6,"1780, Maio, 4",8,21,53_6985,DATE,13
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,578,54,4,Pará,23,27,53_6985,LOCALIZATION,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,579,54,5,OFÍCIO,28,34,53_6985,TYPE,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,580,54,1,governador,38,48,53_6985,ROLE,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,581,54,1,capitão general,51,67,53_6985,ROLE,15
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,582,54,4,Mato Grosso,95,106,53_6985,LOCALIZATION,11
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,583,54,4,Rio Negro,159,168,53_6985,LOCALIZATION,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,584,54,3,João Pereira Caldas,170,189,53_6985,PERSON,19
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,585,54,1,secretário de estado,198,218,53_6985,ROLE,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,586,54,8,Marinha e Ultramar,222,240,53_6985,INSTITUTION,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,587,54,3,Martinho de Melo e Castro,242,267,53_6985,PERSON,25
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,588,54,1,piloto,434,440,53_6985,ROLE,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,589,54,1,prático,443,450,53_6985,ROLE,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,590,54,3,Joaquim José das Mercês,451,474,53_6985,PERSON,23
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,591,54,4,Quintas Reais,490,504,53_6985,LOCALIZATION,13
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,592,54,4,Lisboa,508,514,53_6985,LOCALIZATION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,593,55,6,"1719, Junho, 25",11,26,54_99,DATE,15
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,594,55,5,REQUERIMENTO,27,39,54_99,TYPE,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,595,55,1,escrivão,43,51,54_99,ROLE,8
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,596,55,4,Ouro Preto,68,78,54_99,LOCALIZATION,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,597,55,3,Manuel José Martins,80,99,54_99,PERSON,19
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,598,55,1,rei,104,107,54_99,ROLE,3
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,600,55,3,D. João V,108,117,54_99,PERSON,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,601,55,1,ouvidor,153,160,54_99,ROLE,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,603,55,1,ães da ouvidoria,187,203,54_99,ROLE,16
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,604,55,4,Vila Rica,207,216,54_99,LOCALIZATION,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,605,56,6,"1729, fevereiro, 28",13,32,55_3398,DATE,19
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,606,56,4,Lisboa,34,40,55_3398,LOCALIZATION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,607,56,5,INFORMAÇÃO,41,51,55_3398,TYPE,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,608,56,8,Conselho Ultramarino,64,84,55_3398,INSTITUTION,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,609,56,1,capitão de Cavalos,106,124,55_3398,ROLE,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,610,56,4,Ipojuca,154,161,55_3398,LOCALIZATION,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,611,56,3,Bernardo Vieira de Melo,163,186,55_3398,PERSON,23
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,612,56,6,1699,202,206,55_3398,DATE,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,613,56,6,1728,209,213,55_3398,DATE,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,614,56,4,Pernambuco,230,240,55_3398,LOCALIZATION,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,616,57,6,"1818, Abril, 13",7,22,56_3452,DATE,15
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,617,57,4,Rio de Janeiro,24,38,56_3452,LOCALIZATION,14
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,618,57,5,ESCRITO,39,46,56_3452,TYPE,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,619,57,1,secretário de estado,59,79,56_3452,ROLE,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,620,57,8,Negócios do Reino,84,101,56_3452,INSTITUTION,17
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,624,57,3,Tomás Antônio de Vila Nova Portugal,124,159,56_3452,PERSON,35
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,625,57,1,secretário de estado,163,183,56_3452,ROLE,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,626,57,8,Marinha e Ultramar,187,206,56_3452,INSTITUTION,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,627,57,8,Marinha,226,233,56_3452,INSTITUTION,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,628,57,1,inspetor-geral,208,222,56_3452,ROLE,14
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,629,57,1,conde dos Arcos,235,250,56_3452,ROLE,15
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,630,57,3,D. Marcos de Noronha e Brito,252,280,56_3452,PERSON,28
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,631,57,1,chefe de esquadra,306,323,56_3452,ROLE,17
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,632,57,1,comandante,325,335,56_3452,ROLE,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,633,57,4,Rio da Prata,357,369,56_3452,LOCALIZATION,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,634,57,3,Rodrigo José Ferreira Lobo,371,397,56_3452,PERSON,26
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,635,57,4,Montevidéu,475,485,56_3452,LOCALIZATION,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,636,57,1,marinheiros,573,584,56_3452,ROLE,11
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,637,57,1,moradores,644,653,56_3452,ROLE,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,638,57,4,Rio Grande,674,684,56_3452,LOCALIZATION,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,639,57,1,oficiais,698,706,56_3452,ROLE,8
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,640,57,1,soldados,709,717,56_3452,ROLE,8
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,641,57,1,cirurgiões,783,793,56_3452,ROLE,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,642,57,1,praças,796,802,56_3452,ROLE,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,643,57,4,Rio de Janeiro,817,831,56_3452,LOCALIZATION,14
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,644,57,1,bergantim,835,844,56_3452,ROLE,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,645,57,3,Lebre,845,850,56_3452,PERSON,5
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,646,57,4,Chile,962,967,56_3452,LOCALIZATION,5
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,647,58,6,"1776, outubro, 25",7,24,57_9452,DATE,17
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,648,58,4,Lisboa,26,32,57_9452,LOCALIZATION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,649,58,5,OFÍCIO,33,39,57_9452,TYPE,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,650,58,3,José Roberto Vidal da Gama,43,69,57_9452,PERSON,26
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,651,58,4,Pernambuco,158,168,57_9452,LOCALIZATION,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,652,59,6,"1787, Setembro, 15",12,30,58_853,DATE,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,653,59,5,REQUERIMENTO,31,43,58_853,TYPE,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,654,59,1,ajudante,47,55,58_853,ROLE,8
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,655,59,8,Regimento Auxiliar,59,77,58_853,INSTITUTION,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,656,59,4,Piauí,81,86,58_853,LOCALIZATION,5
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,657,59,3,António do Rego Castelo Branco,88,118,58_853,PERSON,30
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,658,59,1,rainha,122,128,58_853,ROLE,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,659,59,3,D. Maria I,129,139,58_853,PERSON,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,660,60,6,"1803, Fevereiro, 4",12,30,59_9545,DATE,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,661,60,5,CARTA,31,36,59_9545,TYPE,5
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,662,60,1,governador,40,50,59_9545,ROLE,10
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,663,60,1,capitão-general,53,69,59_9545,ROLE,15
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,664,60,4,Pará,94,98,59_9545,LOCALIZATION,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,665,60,4,Rio Negro,101,110,59_9545,LOCALIZATION,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,667,60,1,conde dos Arcos,114,129,59_9545,ROLE,15
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,668,60,3,D. Marcos de Noronha e Brito,130,158,59_9545,PERSON,28
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,669,60,1,príncipe regente,167,183,59_9545,ROLE,16
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,670,60,3,D. João,184,191,59_9545,PERSON,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,671,60,1,capitão,219,226,59_9545,ROLE,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,672,60,3,José Maria de Almeida,227,248,59_9545,PERSON,21
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,673,60,1,capitão,255,262,59_9545,ROLE,7
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,674,60,8,Regimento de Artilharia de Estremoz,266,301,59_9545,INSTITUTION,35
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,675,60,3,Fortunato José Barreiros,303,327,59_9545,PERSON,24
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,676,60,1,ajudantes,339,348,59_9545,ROLE,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,677,60,4,Pará,388,392,59_9545,LOCALIZATION,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,678,61,6,"1740, Outubro, 17",8,25,60_2206,DATE,17
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,679,61,4,Belém do Pará,27,41,60_2206,LOCALIZATION,13
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,680,61,5,CARTA,41,46,60_2206,TYPE,5
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,681,61,1,ouvidor-geral,50,63,60_2206,ROLE,13
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,682,61,4,Pará,80,84,60_2206,LOCALIZATION,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,683,61,3,Salvador de Sousa Rebelo,86,110,60_2206,PERSON,24
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,684,61,1,rei,119,122,60_2206,ROLE,3
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,685,61,3,D. João V,123,132,60_2206,PERSON,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,686,61,8,Câmara,170,176,60_2206,INSTITUTION,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,687,61,4,vila de Santa Cruz do Camutá,180,208,60_2206,LOCALIZATION,28
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,688,61,1,donatário,219,228,60_2206,ROLE,9
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,689,61,3,Francisco de Albuquerque Coelho de Carvalho,229,272,60_2206,PERSON,43
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,690,62,6,"1770, Setembro, 19",7,25,61_5691,DATE,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,691,62,4,Pará,27,31,61_5691,LOCALIZATION,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,692,62,5,OFÍCIO,32,38,61_5691,TYPE,6
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,693,62,1,provedor,42,50,61_5691,ROLE,8
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,694,62,8,Fazenda Real,54,67,61_5691,INSTITUTION,12
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,695,62,4,Pará,83,87,61_5691,LOCALIZATION,4
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,696,62,3,Francisco Xavier Ribeiro de Sampaio,89,124,61_5691,PERSON,35
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,697,62,1,secretário de estado,133,154,61_5691,ROLE,20
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,698,62,8,Marinha e Ultramar,157,175,61_5691,INSTITUTION,18
WSZYSTKIE,Rafael - wszystko.mex,WSZYSTKIE/Rafael - wszystko.mex,699,62,3,Martinho de Melo e Castro,177,202,61_5691,PERSON,25
